tick,time,state,sq,knee_cmd_rate,knee_fd_rate,knee_rate_diff,knee_ref_accel,hip_cmd_rate,hip_fd_rate,hip_rate_diff,hip_ref_accel,ankle_nom_cmd_rate,ankle_nom_fd_rate,ankle_nom_diff
458,4.580,ASCENT,0.7150,-31.37,-31.37,0.00,9.6,29.65,29.65,0.00,-8.2,5.26,5.26,0.00
459,4.590,ASCENT,0.7120,-31.37,-31.37,0.00,10.7,29.65,29.65,0.00,-9.3,5.26,5.26,0.00
460,4.600,ASCENT,0.7090,-30.99,-31.24,0.25,11.8,29.32,29.54,0.22,-10.4,5.25,5.26,0.00
461,4.610,ASCENT,0.7060,-30.99,-30.99,0.00,13.0,29.32,29.32,0.00,-11.4,5.24,5.24,0.00
462,4.620,ASCENT,0.7030,-30.99,-30.99,0.00,14.1,29.32,29.32,0.00,-12.5,5.23,5.24,0.01
463,4.630,ASCENT,0.7000,-30.48,-30.99,0.51,15.3,28.87,29.32,0.45,-13.6,5.22,5.23,0.01
464,4.640,ASCENT,0.6970,-30.48,-30.48,0.00,16.4,28.87,28.87,0.00,-14.6,5.21,5.20,0.00
465,4.650,ASCENT,0.6940,-30.48,-30.48,0.00,17.5,28.87,28.87,0.00,-15.7,5.19,5.20,0.00
466,4.660,ASCENT,0.6910,-30.48,-30.48,0.00,18.7,28.87,28.87,0.00,-16.8,5.18,5.20,0.02
467,4.670,ASCENT,0.6880,-29.84,-30.06,0.21,19.8,28.30,28.48,0.19,-17.8,5.16,5.16,0.00
468,4.680,ASCENT,0.6850,-29.84,-29.84,0.00,21.0,28.30,28.30,0.00,-18.9,5.14,5.14,0.00
469,4.690,ASCENT,0.6820,-29.84,-29.84,0.00,22.1,28.30,28.30,0.00,-20.0,5.12,5.13,0.02
470,4.700,ASCENT,0.6790,-29.08,-29.59,0.51,23.2,27.61,28.06,0.46,-21.0,5.09,5.11,0.02
471,4.710,ASCENT,0.6760,-29.08,-29.08,0.00,24.4,27.61,27.61,0.00,-22.1,5.07,5.05,0.01
472,4.720,ASCENT,0.6730,-29.08,-29.08,0.00,25.5,27.61,27.61,0.00,-23.2,5.04,5.06,0.02
473,4.730,ASCENT,0.6700,-28.19,-29.08,0.89,26.7,26.80,27.61,0.81,-24.2,5.01,5.06,0.05
474,4.740,ASCENT,0.6670,-28.19,-28.19,0.00,27.8,26.80,26.80,0.00,-25.3,4.98,4.96,0.02
475,4.750,ASCENT,0.6640,-28.19,-28.19,0.00,28.9,26.80,26.80,0.00,-26.4,4.95,4.95,0.01
476,4.760,ASCENT,0.6610,-28.19,-28.19,0.00,30.1,26.80,26.80,0.00,-27.4,4.91,4.96,0.05
477,4.770,ASCENT,0.6580,-27.18,-27.52,0.34,31.2,25.87,26.18,0.31,-28.5,4.88,4.88,0.00
478,4.780,ASCENT,0.6550,-27.18,-27.18,0.00,32.4,25.87,25.87,0.00,-29.6,4.84,4.83,0.00
479,4.790,ASCENT,0.6520,-27.18,-27.18,0.00,33.5,25.87,25.87,0.00,-30.6,4.80,4.84,0.04
480,4.800,ASCENT,0.6490,-26.04,-26.80,0.76,34.7,24.83,25.52,0.70,-31.7,4.76,4.79,0.04
481,4.810,ASCENT,0.6460,-26.04,-26.04,0.00,35.8,24.83,24.83,0.00,-32.8,4.71,4.70,0.02
482,4.820,ASCENT,0.6430,-26.04,-26.04,0.00,36.9,24.83,24.83,0.00,-33.8,4.67,4.70,0.03
483,4.830,ASCENT,0.6400,-20.25,-26.03,5.78,192.0,19.26,24.82,5.57,-185.3,4.62,4.70,0.08
484,4.840,ASCENT,0.6370,-20.25,-20.25,0.00,313.1,19.26,19.26,0.00,-303.3,4.06,3.73,0.33
485,4.850,ASCENT,0.6340,-20.25,-20.25,0.00,287.3,19.26,19.26,0.00,-277.7,3.54,3.74,0.19
486,4.860,ASCENT,0.6310,-20.25,-20.25,0.00,261.4,19.26,19.26,0.00,-252.1,3.08,3.73,0.66
487,4.870,ASCENT,0.6280,-11.82,-14.63,2.80,235.6,11.14,13.84,2.70,-226.5,2.67,2.79,0.12
488,4.880,ASCENT,0.6250,-11.82,-11.82,0.00,209.8,11.14,11.14,0.00,-200.9,2.30,2.32,0.02
489,4.890,ASCENT,0.6220,-11.82,-11.82,0.00,183.9,11.14,11.14,0.00,-175.3,1.99,2.33,0.34
490,4.900,ASCENT,0.6190,-6.27,-9.97,3.70,158.1,5.87,9.38,3.51,-149.7,1.73,2.04,0.31
491,4.910,ASCENT,0.6160,-6.27,-6.27,0.00,132.2,5.87,5.87,0.00,-124.1,1.52,1.49,0.03
492,4.920,ASCENT,0.6130,-6.27,-6.27,0.00,106.4,5.87,5.86,0.00,-98.5,1.36,1.48,0.13
493,4.930,ASCENT,0.6100,-3.58,-6.26,2.68,80.6,3.44,5.87,2.43,-72.9,1.24,1.48,0.24
494,4.940,ASCENT,0.6070,-3.58,-3.58,0.00,54.7,3.44,3.44,0.00,-47.3,1.18,1.20,0.01
495,4.950,ASCENT,0.6040,-3.58,-3.58,0.00,28.9,3.44,3.44,0.00,-21.7,1.17,1.19,0.02
496,4.960,ASCENT,0.6010,-3.58,-3.58,0.00,3.1,3.44,3.44,0.00,3.9,1.21,1.20,0.02
497,4.970,ASCENT,0.5980,-3.76,-3.70,0.06,-22.8,3.85,3.71,0.14,29.5,1.30,1.37,0.07
498,4.980,ASCENT,0.5950,-3.76,-3.76,0.00,-48.6,3.85,3.85,0.00,55.1,1.44,1.47,0.03
499,4.990,ASCENT,0.5920,-3.76,-3.76,0.00,-74.5,3.85,3.85,0.00,80.7,1.64,1.47,0.17
500,5.000,ASCENT,0.5890,-6.82,-4.79,2.03,-100.3,7.11,4.94,2.17,106.3,1.88,1.74,0.13
501,5.010,ASCENT,0.5860,-6.82,-6.82,0.00,-126.1,7.11,7.11,0.00,131.9,2.17,2.30,0.13
502,5.020,ASCENT,0.5830,-6.82,-6.82,0.00,-152.0,7.11,7.11,0.00,157.5,2.51,2.30,0.21
503,5.030,ASCENT,0.5800,-12.75,-6.82,5.92,-177.8,13.21,7.12,6.10,183.1,2.90,2.30,0.60
504,5.040,ASCENT,0.5770,-12.75,-12.75,0.00,-203.6,13.21,13.21,0.00,208.7,3.35,3.69,0.34
505,5.050,ASCENT,0.5740,-12.75,-12.74,0.00,-229.5,13.21,13.22,0.00,234.3,3.84,3.70,0.14
506,5.060,ASCENT,0.5710,-12.75,-12.74,0.00,-255.3,13.21,13.21,0.00,259.9,4.38,3.69,0.69
507,5.070,ASCENT,0.5680,-21.54,-18.62,2.92,-281.2,22.16,19.19,2.97,285.5,4.98,5.00,0.02
508,5.080,ASCENT,0.5650,-21.54,-21.54,0.00,-307.0,22.16,22.16,0.00,311.1,5.62,5.65,0.03
509,5.090,ASCENT,0.5620,-21.54,-21.54,0.00,-332.8,22.16,22.16,0.00,336.7,6.32,5.64,0.67
510,5.100,ASCENT,0.5590,-33.21,-25.44,7.77,-358.7,33.96,26.10,7.85,362.3,7.06,6.48,0.58
511,5.110,ASCENT,0.5560,-33.21,-33.21,0.00,-384.5,33.96,33.96,0.00,387.9,7.86,8.16,0.30
512,5.120,ASCENT,0.5530,-33.21,-33.21,0.00,-410.3,33.96,33.95,0.00,413.5,8.70,8.16,0.55
513,5.130,ASCENT,0.5500,-40.45,-33.22,7.23,-225.2,41.31,33.96,7.35,228.6,9.60,8.16,1.44
514,5.140,ASCENT,0.5470,-40.45,-40.45,0.00,-27.0,41.31,41.31,0.00,30.9,9.64,9.66,0.02
515,5.150,ASCENT,0.5440,-40.45,-40.45,0.00,-26.6,41.31,41.31,0.00,30.3,9.67,9.66,0.01
516,5.160,ASCENT,0.5410,-40.45,-40.45,0.00,-26.1,41.31,41.31,0.00,29.7,9.71,9.66,0.05
517,5.170,ASCENT,0.5380,-41.31,-41.03,0.29,-25.6,42.30,41.97,0.33,29.2,9.75,9.74,0.01
518,5.180,ASCENT,0.5350,-41.31,-41.32,0.00,-25.2,42.30,42.30,0.00,28.6,9.79,9.79,0.00
519,5.190,ASCENT,0.5320,-41.31,-41.32,0.00,-24.7,42.30,42.30,0.00,28.0,9.82,9.78,0.04
520,5.200,ASCENT,0.5290,-42.13,-41.59,0.54,-24.2,43.22,42.61,0.61,27.4,9.86,9.82,0.03
521,5.210,ASCENT,0.5260,-42.13,-42.13,0.00,-23.8,43.22,43.22,0.00,26.9,9.89,9.91,0.01
522,5.220,ASCENT,0.5230,-42.13,-42.13,0.00,-23.3,43.22,43.22,0.00,26.3,9.93,9.90,0.02
523,5.230,ASCENT,0.5200,-42.89,-42.13,0.76,-22.9,44.08,43.22,0.86,25.7,9.96,9.90,0.06
524,5.240,ASCENT,0.5170,-42.89,-42.89,0.00,-22.4,44.08,44.08,0.00,25.2,10.00,10.02,0.02
525,5.250,ASCENT,0.5140,-42.89,-42.89,0.00,-21.9,44.08,44.08,0.00,24.6,10.03,10.02,0.01
526,5.260,ASCENT,0.5110,-42.89,-42.89,0.00,-21.5,44.08,44.08,0.00,24.0,10.07,10.02,0.04
527,5.270,ASCENT,0.5080,-43.60,-43.37,0.23,-21.0,44.87,44.61,0.26,23.4,10.10,10.09,0.01
528,5.280,ASCENT,0.5050,-43.60,-43.60,0.00,-20.5,44.87,44.87,0.00,22.9,10.13,10.14,0.00
529,5.290,ASCENT,0.5020,-43.60,-43.60,0.00,-20.1,44.87,44.87,0.00,22.3,10.17,10.13,0.03
530,5.300,ASCENT,0.4990,-44.26,-43.82,0.44,-19.6,45.60,45.11,0.49,21.7,10.20,10.17,0.03
531,5.310,ASCENT,0.4960,-44.26,-44.26,0.00,-19.1,45.60,45.60,0.00,21.2,10.23,10.25,0.01
532,5.320,ASCENT,0.4930,-44.26,-44.26,0.00,-18.7,45.60,45.60,0.00,20.6,10.26,10.24,0.02
533,5.330,ASCENT,0.4900,-44.87,-44.26,0.61,-18.2,46.27,45.60,0.67,20.0,10.30,10.24,0.05
534,5.340,ASCENT,0.4870,-44.87,-44.87,0.00,-17.7,46.27,45.65,0.62,19.4,10.33,10.35,0.02
535,5.350,ASCENT,0.4840,-44.87,-44.87,0.00,-17.3,46.27,46.89,0.62,18.9,10.36,10.35,0.01
536,5.360,ASCENT,0.4810,-44.87,-44.87,0.00,-16.8,46.27,46.27,0.00,18.3,10.39,10.35,0.04
537,5.370,ASCENT,0.4780,-45.42,-45.24,0.18,-16.3,46.87,46.67,0.20,17.7,10.42,10.42,0.00
538,5.380,ASCENT,0.4750,-45.42,-45.42,0.00,-15.9,46.87,46.87,0.00,17.2,10.45,10.46,0.00
539,5.390,ASCENT,0.4720,-45.42,-45.42,0.00,-15.4,46.87,46.87,0.00,16.6,10.48,10.45,0.03
540,5.400,ASCENT,0.4690,-45.92,-45.59,0.34,-14.9,47.41,47.05,0.36,16.0,10.51,10.48,0.03
541,5.410,ASCENT,0.4660,-45.92,-45.92,0.00,-14.5,47.41,47.41,0.00,15.4,10.54,10.56,0.01
542,5.420,ASCENT,0.4630,-45.92,-45.93,0.00,-14.0,47.41,47.41,0.00,14.9,10.57,10.55,0.02
543,5.430,ASCENT,0.4600,-46.38,-45.92,0.45,-13.6,47.89,47.41,0.48,14.3,10.60,10.55,0.05
544,5.440,ASCENT,0.4570,-46.38,-46.38,0.00,-13.1,47.89,47.89,0.00,13.7,10.63,10.65,0.02
545,5.450,ASCENT,0.4540,-46.38,-46.38,0.00,-12.6,47.89,47.89,0.00,13.2,10.66,10.65,0.01
546,5.460,ASCENT,0.4510,-46.38,-46.37,0.00,-12.2,47.89,47.89,0.00,12.6,10.69,10.65,0.04
547,5.470,ASCENT,0.4480,-46.78,-46.64,0.13,-11.7,48.30,48.16,0.14,12.0,10.71,10.71,0.01
548,5.480,ASCENT,0.4450,-46.78,-46.78,0.00,-11.2,48.30,48.30,0.00,11.5,10.74,10.75,0.00
549,5.490,ASCENT,0.4420,-46.78,-46.78,0.00,-10.8,48.30,48.30,0.00,10.9,10.77,10.74,0.03
550,5.500,ASCENT,0.4390,-47.12,-46.89,0.23,-10.3,48.65,48.42,0.23,10.3,10.80,10.77,0.02
551,5.510,ASCENT,0.4360,-47.12,-47.12,0.00,-9.8,48.65,48.65,0.00,9.7,10.82,10.83,0.01
552,5.520,ASCENT,0.4330,-47.12,-47.13,0.00,-9.4,48.65,48.65,0.00,9.2,10.85,10.83,0.02
553,5.530,ASCENT,0.4300,-47.42,-47.12,0.30,-8.9,48.94,48.65,0.29,8.6,10.88,10.83,0.04
554,5.540,ASCENT,0.4270,-47.42,-47.42,0.00,-8.4,48.94,48.94,0.00,8.0,10.90,10.91,0.01
555,5.550,ASCENT,0.4240,-47.42,-47.42,0.00,-8.0,48.94,48.94,0.00,7.5,10.93,10.92,0.01
556,5.560,ASCENT,0.4210,-47.42,-47.42,0.00,-7.5,48.94,48.94,0.00,6.9,10.95,10.92,0.03
557,5.570,ASCENT,0.4180,-47.67,-47.58,0.08,-7.0,49.16,49.09,0.08,6.3,10.98,10.98,0.00
558,5.580,ASCENT,0.4150,-47.67,-47.67,0.00,-6.6,49.16,49.16,0.00,5.7,11.00,11.00,0.00
559,5.590,ASCENT,0.4120,-47.67,-47.67,0.00,-6.1,49.16,49.16,0.00,5.2,11.03,11.00,0.02
560,5.600,ASCENT,0.4090,-47.86,-47.73,0.13,-5.6,49.32,49.21,0.11,4.6,11.05,11.02,0.03
561,5.610,ASCENT,0.4060,-47.86,-47.86,0.00,-5.2,49.32,49.32,0.00,4.0,11.08,11.09,0.01
562,5.620,ASCENT,0.4030,-47.86,-47.86,0.00,-4.7,49.32,49.32,0.00,3.4,11.10,11.08,0.02
563,5.630,ASCENT,0.4000,-48.00,-47.86,0.14,-4.2,49.42,49.32,0.10,2.9,11.12,11.09,0.04
564,5.640,ASCENT,0.3970,-48.00,-48.00,0.00,-3.8,49.42,49.42,0.00,2.3,11.14,11.16,0.01
565,5.650,ASCENT,0.3940,-48.00,-48.00,0.00,-3.3,49.42,49.42,0.00,1.7,11.17,11.16,0.01
566,5.660,ASCENT,0.3910,-48.00,-48.00,0.00,-2.9,49.42,49.42,0.00,1.2,11.19,11.16,0.03
567,5.670,ASCENT,0.3880,-48.09,-48.06,0.03,-2.4,49.45,49.44,0.01,0.6,11.21,11.21,0.01
568,5.680,ASCENT,0.3850,-48.09,-48.09,0.00,-1.9,49.45,49.45,0.00,0.0,11.23,11.24,0.00
569,5.690,ASCENT,0.3820,-48.09,-48.09,0.00,-1.5,49.45,49.45,0.00,-0.5,11.26,11.23,0.02
570,5.700,ASCENT,0.3790,-48.13,-48.10,0.03,-1.0,49.42,49.44,0.02,-1.1,11.28,11.26,0.02
571,5.710,ASCENT,0.3760,-48.13,-48.13,0.00,-0.5,49.42,49.42,0.00,-1.7,11.30,11.30,0.01
572,5.720,ASCENT,0.3730,-48.13,-48.13,0.00,-0.1,49.42,49.42,0.00,-2.3,11.32,11.31,0.01
573,5.730,ASCENT,0.3700,-48.12,-48.13,0.01,0.4,49.32,49.42,0.09,-2.8,11.34,11.30,0.04
574,5.740,ASCENT,0.3670,-48.12,-48.12,0.00,0.9,49.32,49.32,0.00,-3.4,11.36,11.37,0.01
575,5.750,ASCENT,0.3640,-48.12,-48.12,0.00,1.3,49.32,49.32,0.00,-4.0,11.38,11.37,0.00
576,5.760,ASCENT,0.3610,-48.12,-48.12,0.00,1.8,49.32,49.33,0.00,-4.5,11.40,11.37,0.03
577,5.770,ASCENT,0.3580,-48.05,-48.07,0.02,2.3,49.17,49.22,0.05,-5.1,11.42,11.42,0.00
578,5.780,ASCENT,0.3550,-48.05,-48.05,0.00,2.7,49.17,49.17,0.00,-5.7,11.44,11.44,0.00
579,5.790,ASCENT,0.3520,-48.05,-48.05,0.00,3.2,49.17,49.17,0.00,-6.3,11.45,11.44,0.02
580,5.800,ASCENT,0.3490,-47.93,-48.01,0.08,3.7,48.95,49.09,0.15,-6.8,11.47,11.46,0.02
581,5.810,ASCENT,0.3460,-47.93,-47.93,0.00,4.1,48.95,48.94,0.00,-7.4,11.49,11.49,0.00
582,5.820,ASCENT,0.3430,-47.93,-47.93,0.00,4.6,48.95,48.95,0.00,-8.0,11.51,11.50,0.01
583,5.830,ASCENT,0.3400,-47.76,-47.93,0.17,5.1,48.66,48.94,0.28,-8.5,11.53,11.50,0.03
584,5.840,ASCENT,0.3370,-47.76,-47.76,0.00,5.5,48.66,48.66,0.00,-9.1,11.54,11.55,0.01
585,5.850,ASCENT,0.3340,-47.76,-47.76,0.00,6.0,48.66,48.66,0.00,-9.7,11.56,11.55,0.01
586,5.860,ASCENT,0.3310,-47.76,-47.76,0.00,6.4,48.66,48.66,0.00,-10.3,11.58,11.56,0.02
587,5.870,ASCENT,0.3280,-47.54,-47.62,0.07,6.9,48.31,48.43,0.11,-10.8,11.59,11.59,0.00
588,5.880,ASCENT,0.3250,-47.54,-47.55,0.00,7.4,48.31,48.31,0.00,-11.4,11.61,11.61,0.00
589,5.890,ASCENT,0.3220,-47.54,-47.55,0.00,7.8,48.31,48.31,0.00,-12.0,11.62,11.61,0.02
590,5.900,ASCENT,0.3190,-47.27,-47.45,0.18,8.3,47.90,48.18,0.27,-12.5,11.64,11.63,0.01
591,5.910,ASCENT,0.3160,-47.27,-47.27,0.00,8.8,47.90,47.90,0.00,-13.1,11.65,11.66,0.00
592,5.920,ASCENT,0.3130,-47.27,-47.27,0.00,9.2,47.90,47.90,0.00,-13.7,11.67,11.66,0.01
593,5.930,ASCENT,0.3100,-46.95,-47.27,0.32,9.7,47.43,47.90,0.47,-14.3,11.68,11.66,0.03
594,5.940,ASCENT,0.3070,-46.95,-46.95,0.00,10.2,47.43,47.43,0.00,-14.8,11.70,11.71,0.01
595,5.950,ASCENT,0.3040,-46.95,-46.95,0.00,10.6,47.43,47.43,0.00,-15.4,11.71,11.71,0.00
596,5.960,ASCENT,0.3010,-46.95,-46.95,0.00,11.1,47.43,47.43,0.00,-16.0,11.73,11.70,0.02
597,5.970,ASCENT,0.2980,-46.57,-46.70,0.13,11.6,46.89,47.06,0.18,-16.5,11.74,11.74,0.00
598,5.980,ASCENT,0.2950,-46.57,-46.57,0.00,12.0,46.89,46.89,0.00,-17.1,11.75,11.75,0.00
599,5.990,ASCENT,0.2920,-46.57,-46.57,0.00,12.5,46.89,46.89,0.00,-17.7,11.76,11.75,0.01
600,6.000,ASCENT,0.2890,-46.15,-46.43,0.29,13.0,46.28,46.68,0.40,-18.3,11.78,11.77,0.01
601,6.010,ASCENT,0.2860,-46.15,-46.15,0.00,13.4,46.28,46.28,0.00,-18.8,11.79,11.79,0.00
602,6.020,ASCENT,0.2830,-46.15,-46.15,0.00,13.9,46.28,46.29,0.00,-19.4,11.80,11.79,0.01
603,6.030,ASCENT,0.2800,-45.67,-46.14,0.48,14.4,45.62,46.28,0.66,-20.0,11.81,11.80,0.02
604,6.040,ASCENT,0.2770,-45.67,-45.67,0.00,14.8,45.62,45.62,0.00,-20.5,11.82,11.84,0.01
605,6.050,ASCENT,0.2740,-45.67,-45.67,0.00,15.3,45.62,45.62,0.00,-21.1,11.84,11.83,0.01
606,6.060,ASCENT,0.2710,-45.67,-45.67,0.00,15.8,45.62,45.62,0.00,-21.7,11.85,11.83,0.01
607,6.070,ASCENT,0.2680,-45.14,-45.31,0.18,16.2,44.89,45.13,0.24,-22.3,11.86,11.85,0.00
608,6.080,ASCENT,0.2650,-45.14,-45.14,0.00,16.7,44.89,44.89,0.00,-22.8,11.87,11.87,0.00
609,6.090,ASCENT,0.2620,-45.14,-45.14,0.00,17.1,44.89,44.89,0.00,-23.4,11.88,11.87,0.01
610,6.100,ASCENT,0.2590,-44.56,-44.94,0.39,17.6,44.10,44.62,0.53,-24.0,11.89,11.88,0.00
611,6.110,ASCENT,0.2560,-44.56,-44.55,0.00,18.1,44.10,44.10,0.00,-24.5,11.90,11.90,0.00
612,6.120,ASCENT,0.2530,-44.56,-44.56,0.00,18.5,44.10,44.10,0.00,-25.1,11.90,11.90,0.01
613,6.130,ASCENT,0.2500,-43.73,-44.56,0.83,25.6,43.02,44.10,1.08,-33.2,11.91,11.90,0.01
614,6.140,ASCENT,0.2470,-43.73,-43.73,0.00,31.1,43.02,43.02,0.00,-39.5,11.91,11.90,0.01
615,6.150,ASCENT,0.2440,-43.73,-43.73,0.00,30.5,43.02,43.02,0.00,-38.7,11.90,11.90,0.00
616,6.160,ASCENT,0.2410,-43.73,-43.73,0.00,29.8,43.02,43.02,0.00,-38.0,11.89,11.90,0.01
617,6.170,ASCENT,0.2380,-42.74,-43.07,0.33,29.2,41.77,42.19,0.42,-37.2,11.89,11.89,0.00
618,6.180,ASCENT,0.2350,-42.74,-42.74,0.00,28.6,41.77,41.77,0.00,-36.4,11.88,11.88,0.00
619,6.190,ASCENT,0.2320,-42.74,-42.75,0.00,27.9,41.77,41.76,0.00,-35.6,11.87,11.88,0.01
620,6.200,ASCENT,0.2290,-41.83,-42.43,0.61,27.3,40.60,41.37,0.78,-34.8,11.87,11.87,0.00
621,6.210,ASCENT,0.2260,-41.83,-41.83,0.00,26.6,40.60,40.60,0.00,-34.0,11.86,11.87,0.01
622,6.220,ASCENT,0.2230,-41.83,-41.83,0.00,26.0,40.60,40.60,0.00,-33.2,11.86,11.86,0.00
623,6.230,ASCENT,0.2200,-40.98,-41.83,0.85,25.4,39.52,40.60,1.08,-32.4,11.86,11.85,0.00
624,6.240,ASCENT,0.2170,-40.98,-40.98,0.00,24.7,39.52,39.51,0.00,-31.7,11.85,11.86,0.01
625,6.250,ASCENT,0.2140,-40.98,-40.98,0.00,24.1,39.52,39.52,0.00,-30.9,11.85,11.85,0.00
626,6.260,ASCENT,0.2110,-40.98,-40.98,0.00,23.5,39.52,39.52,0.00,-30.1,11.85,11.85,0.00
627,6.270,ASCENT,0.2080,-40.20,-40.46,0.26,22.8,38.52,38.85,0.33,-29.3,11.84,11.85,0.00
628,6.280,ASCENT,0.2050,-40.20,-40.20,0.00,22.2,38.52,38.52,0.00,-28.5,11.84,11.84,0.00
629,6.290,ASCENT,0.2020,-40.20,-40.21,0.00,21.6,38.52,38.52,0.00,-27.7,11.84,11.84,0.00
630,6.300,ASCENT,0.1990,-39.50,-39.97,0.47,20.9,37.62,38.22,0.60,-26.9,11.84,11.84,0.01
631,6.310,ASCENT,0.1960,-39.50,-39.50,0.00,20.3,37.62,37.62,0.00,-26.1,11.84,11.83,0.00
632,6.320,ASCENT,0.1930,-39.50,-39.50,0.00,19.6,37.62,37.61,0.00,-25.3,11.83,11.84,0.01
633,6.330,ASCENT,0.1900,-38.87,-39.50,0.63,19.0,36.80,37.62,0.82,-24.6,11.83,11.84,0.01
634,6.340,ASCENT,0.1870,-38.87,-38.87,0.00,18.4,36.80,36.80,0.00,-23.8,11.83,11.83,0.00
635,6.350,ASCENT,0.1840,-38.87,-38.87,0.00,17.7,36.80,36.80,0.00,-23.0,11.83,11.83,0.01
636,6.360,ASCENT,0.1810,-38.87,-38.87,0.00,17.1,36.80,36.80,0.00,-22.2,11.83,11.84,0.00
637,6.370,ASCENT,0.1780,-38.31,-38.49,0.19,16.4,36.07,36.31,0.25,-21.4,11.83,11.84,0.00
638,6.380,ASCENT,0.1750,-38.31,-38.30,0.00,15.8,36.07,36.06,0.00,-20.6,11.84,11.83,0.00
639,6.390,ASCENT,0.1720,-38.31,-38.31,0.00,15.2,36.07,36.07,0.00,-19.8,11.84,11.83,0.00
640,6.400,ASCENT,0.1690,-37.81,-38.14,0.33,14.5,35.42,35.85,0.43,-19.0,11.84,11.84,0.00
641,6.410,ASCENT,0.1660,-37.81,-37.81,0.00,13.9,35.42,35.42,0.00,-18.3,11.84,11.84,0.00
642,6.420,ASCENT,0.1630,-37.81,-37.81,0.00,13.3,35.42,35.42,0.00,-17.5,11.84,11.84,0.00
643,6.430,ASCENT,0.1600,-37.39,-37.81,0.42,12.6,34.87,35.42,0.56,-16.7,11.85,11.85,0.00
644,6.440,ASCENT,0.1570,-37.39,-37.40,0.00,12.0,34.87,34.87,0.00,-15.9,11.85,11.85,0.00
645,6.450,ASCENT,0.1540,-37.39,-37.39,0.00,11.3,34.87,34.87,0.00,-15.1,11.85,11.85,0.00
646,6.460,ASCENT,0.1510,-37.39,-37.39,0.00,10.7,34.87,34.86,0.00,-14.3,11.86,11.86,0.00
647,6.470,ASCENT,0.1480,-37.04,-37.16,0.12,10.1,34.40,34.55,0.15,-13.5,11.86,11.85,0.01
648,6.480,ASCENT,0.1450,-37.04,-37.04,0.00,9.4,34.40,34.40,0.00,-12.7,11.86,11.87,0.01
649,6.490,ASCENT,0.1420,-37.04,-37.04,0.00,8.8,34.40,34.40,0.00,-12.0,11.87,11.87,0.00
650,6.500,ASCENT,0.1390,-36.77,-36.95,0.19,8.2,34.02,34.27,0.25,-11.2,11.87,11.87,0.00
651,6.510,ASCENT,0.1360,-36.77,-36.76,0.00,7.5,34.02,34.02,0.00,-10.4,11.88,11.88,0.00
652,6.520,ASCENT,0.1330,-36.77,-36.77,0.00,6.9,34.02,34.02,0.00,-9.6,11.88,11.87,0.02
653,6.530,ASCENT,0.1300,-36.56,-36.76,0.20,6.2,33.72,34.02,0.30,-8.8,11.89,11.88,0.01
654,6.540,ASCENT,0.1270,-36.56,-36.56,0.01,5.6,33.72,33.72,0.00,-8.0,11.90,11.90,0.00
655,6.550,ASCENT,0.1240,-36.56,-36.55,0.00,5.0,33.72,33.72,0.00,-7.2,11.90,11.90,0.00
656,6.560,ASCENT,0.1210,-36.56,-36.56,0.00,4.3,33.72,33.72,0.00,-6.4,11.91,11.90,0.01
657,6.570,ASCENT,0.1180,-36.42,-36.47,0.05,3.7,33.52,33.59,0.07,-5.6,11.92,11.92,0.00
658,6.580,ASCENT,0.1150,-36.42,-36.43,0.01,3.0,33.52,33.52,0.00,-4.9,11.93,11.94,0.01
659,6.590,ASCENT,0.1120,-36.42,-36.42,0.00,2.4,33.52,33.52,0.00,-4.1,11.93,11.93,0.01
660,6.600,ASCENT,0.1090,-36.35,-36.39,0.04,1.8,33.40,33.48,0.08,-3.3,11.94,11.93,0.01
661,6.610,ASCENT,0.1060,-36.35,-36.36,0.00,1.1,33.40,33.40,0.00,-2.5,11.95,11.95,0.00
662,6.620,ASCENT,0.1030,-36.35,-36.36,0.00,0.5,33.40,33.40,0.00,-1.7,11.96,11.95,0.01
663,6.630,ASCENT,0.1000,-36.36,-36.35,0.01,-0.1,33.37,33.39,0.03,-0.9,11.97,11.96,0.01
664,6.640,ASCENT,0.0970,-36.36,-36.36,0.00,-0.8,33.37,33.37,0.00,-0.1,11.98,11.98,0.00
665,6.650,ASCENT,0.0940,-36.36,-36.36,0.00,-1.4,33.37,33.37,0.00,0.7,11.99,11.99,0.00
666,6.660,ASCENT,0.0910,-36.36,-36.36,0.00,-2.1,33.37,33.37,0.00,1.4,12.00,11.98,0.02
667,6.670,ASCENT,0.0880,-36.43,-36.40,0.03,-2.7,33.43,33.41,0.02,2.2,12.01,12.03,0.02
668,6.680,ASCENT,0.0850,-36.43,-36.44,0.00,-3.3,33.43,33.43,0.00,3.0,12.02,12.02,0.01
669,6.690,ASCENT,0.0820,-36.43,-36.44,0.00,-4.0,33.43,33.42,0.01,3.8,12.03,12.03,0.01
670,6.700,ASCENT,0.0790,-36.58,-36.49,0.09,-4.6,33.57,33.48,0.09,4.6,12.05,12.04,0.01
671,6.710,ASCENT,0.0760,-36.58,-36.58,0.01,-5.2,33.57,33.57,0.00,5.4,12.06,12.08,0.02
672,6.720,ASCENT,0.0730,-36.58,-36.58,0.00,-5.9,33.57,33.57,0.00,6.2,12.07,12.04,0.03
673,6.730,ASCENT,0.0700,-36.80,-36.59,0.21,-6.5,33.80,33.57,0.23,7.0,12.08,12.05,0.03
